id,sequence,label,date,quarter,year,speaker,title,text,mystery indicator,VADER sentiment
FDX-2017-Q2-2016-12-20,2,Remarks,2016-12-20,2,2017,Mickey Foster,Vice President-Investor Relations,"Good afternoon and welcome to FedEx Corporation's second quarter earnings conference call. The second quarter earnings release, 28-page stat book and earnings presentation slides are on our website at fedex.com. This call is being streamed from our website and the replay and presentation slides will be available for about 1 year. Written questions are welcomed via e-mail and through the webcast console. When you send your questions, please include your full name and contact information. Our e-mail address is ir@fedex.com. Preference will be given to inquiries of a long-term strategic nature.",0.5076593,0.863
FDX-2017-Q2-2016-12-20,3,Remarks,2016-12-20,2,2017,Mickey Foster,Vice President-Investor Relations,"I want to remind all listeners that FedEx Corporation desires to take advantage of the Safe Harbor provisions of the Private Securities Litigation Reform Act. Certain statements in this conference call, such as projections regarding future performance maybe considered forward-looking statements within the meaning of the Act. Such forward-looking statements are subject to risks, uncertainties and other factors, which could cause actual results to differ materially from those expressed or implied by such forward-looking statements. For additional information on these factors, please refer to our press releases and filings with the SEC. Please refer to the Investor Relations portion of our website at fedex.com for a reconciliation of the non-GAAP financial measures discussed on this call to the most directly comparable GAAP measures.",0.5251225,0.778
FDX-2017-Q2-2016-12-20,4,Remarks,2016-12-20,2,2017,Mickey Foster,Vice President-Investor Relations,"Joining us on the call today Fred Smith, Chairman; Alan Graf, Executive Vice President and CFO; Mike Glenn, President and CEO of FedEx Services; Chris Richards, Executive Vice President, General Counsel and Secretary; Rob Carter, Executive Vice President, FedEx Information Services and CIO; David Bronczek, President and CEO of FedEx Express; Henry Maier, President and CEO of FedEx Ground; and Mike Ducker, President and CEO of FedEx Freight.",1.4151348,-0.557
FDX-2017-Q2-2016-12-20,5,Remarks,2016-12-20,2,2017,Mickey Foster,Vice President-Investor Relations,And now Fred Smith will share his views on the quarter.,1.2509191,0.296
FDX-2017-Q2-2016-12-20,6,Remarks,2016-12-20,2,2017,Frederick Wallace Smith,Chairman & Chief Executive Officer,"Thank you, Mickey. Welcome to our discussion of results for FedEx's second quarter fiscal 2017 and happy holidays to everyone. Let me note on the front end, we are reaffirming our fiscal 2017 earnings forecast, and I remember that the earnings forecast is before year-end mark-to-market pension adjustments and excluding TNT Express integration and TNT's outlook restructuring program cost and intangible asset amortization. But given those considerations, the range we put out there was $11.85 to $12.35 per diluted share. And of course, Alan has more detail on that later.",0.8373984,0.944
FDX-2017-Q2-2016-12-20,7,Remarks,2016-12-20,2,2017,Frederick Wallace Smith,Chairman & Chief Executive Officer,"This will be a record peak for FedEx, and to-date, with the exception of several local weather issues, our service levels have been outstanding. We appreciate the efforts of hundreds of thousands of FedEx team members who work very hard to make peak operations successful and to try to keep our Purple Promise daily, which states, I will make every FedEx experience outstanding. Our traffic mix this year is a bit different by design as part of our longer term commitment to continue to grow earnings, margins, cash flows and returns. Christmas falling on a Sunday has created anomalies and shipping patterns, and this week, we will see disproportionately higher demand versus other holiday seasonal patterns in the past.",0.8651762,0.965
FDX-2017-Q2-2016-12-20,8,Remarks,2016-12-20,2,2017,Frederick Wallace Smith,Chairman & Chief Executive Officer,"FedEx's integration of TNT and FedEx Ground's continued integration of GENCO are well along and going very well with high morale and excellent execution. FedEx Express' integration expenses will peak next year in FY '18 and Express operating margins should widen in fiscal years '18, '19 and '20. As previously noted, there are significant operational synergies in the TNT transaction, particularly in Europe. FedEx Express peak operations this year will result in excellent year-over-year profit and margin improvements foreshadowing the longer term outlook I just mentioned. Of course, our earnings outlook assumes continued modest global economic growth.",3.3140244,0.96
FDX-2017-Q2-2016-12-20,9,Remarks,2016-12-20,2,2017,Frederick Wallace Smith,Chairman & Chief Executive Officer,"Now, FedEx Ground results will be affected this peak, followed with improving margins later this fiscal year versus the current quarter. This is due to the recent opening of 4 major hubs and 19 automated stations year-over-year. It's one of the most remarkable things I have seen since I have been in the business to tell you the truth. And two, an effort to grow ground traffic in a more profitable manner than last year's trend at peak, which saw challenging growth of 20%. While we are committed to being a leader in the e-commerce market, it's important to recognize that non-e-commerce deliveries to residences and business-to-business traffic represents the vast majority of FedEx Corporation's estimated $60 billion in FY '17 revenues. Regarding business-to-business traffic, we are making major systems investments at FedEx Freight, which will result in significant margin improvement by year end FY 2020. We believe this initiative will change the LTL landscape in a major way.",0.8401084,0.966
FDX-2017-Q2-2016-12-20,10,Remarks,2016-12-20,2,2017,Frederick Wallace Smith,Chairman & Chief Executive Officer,"Let me emphasize, FedEx is much more than a last-mile carrier. FedEx is a global transport and logistics company that can connect almost every person and business in the world in 1 to 2 business days door-to-door and we provide unique value-added services across many industries. It's also important to reiterate that we do not manage our operating companies to maximize margins in each segment all the time, much less each quarter. Over 92% of our U.S. revenue comes from customers using both Express and Ground and 76% of that U.S. revenue is generated by customers that use Express, Ground and Freight. We, therefore, maybe investing in one segment of the portfolio at any given time to produce improved results for the corporation as a whole in the future.",1.4075203,0.599
FDX-2017-Q2-2016-12-20,11,Remarks,2016-12-20,2,2017,Frederick Wallace Smith,Chairman & Chief Executive Officer,"Now, before I ask Mike Glenn to comment on the economic environment and traffic trends, let me again thank him for his 35 years of dedicated service to FedEx. At the end of the call, I will have a few concluding comments about Mike's contribution before his retirement at the end of this month. Alan Graf will follow Mike with more detailed financial analysis. Mike?",0.2415312,0.671
